# Species data from IUCN (http://www.iucnredlist.org/)
# Climate and altitude data from worldclim (http://worldclim.org/)
lon;lat;sp.rich;prec1;prec2;prec3;prec4;prec5;prec6;prec7;prec8;prec9;prec10;prec11;prec12;tavg1;tavg2;tavg3;tavg4;tavg5;tavg6;tavg7;tavg8;tavg9;tavg10;tavg11;tavg12;altitude
87.5;67.5;29;32;27;26;27;30;50;56;65;58;60;45;44;-28.7415008544922;-27.6397495269775;-19.3152503967285;-11.4619998931885;-2.00274991989136;8.85725021362305;15.5967502593994;12.2642498016357;4.96150016784668;-8.56900024414062;-20.2954998016357;-25.3015003204346;73
92.5;67.5;25;28;23;22;27;33;60;66;70;58;51;39;36;-30.8784999847412;-29.8810005187988;-22.5920009613037;-14.7582502365112;-5.60774993896484;4.85475015640259;12.1090002059937;9.27099990844727;1.56124997138977;-11.3959999084473;-23.3360004425049;-27.7112503051758;618
97.5;67.5;26;18;15;16;23;28;47;61;67;46;36;27;25;-36.1437492370605;-33.4314994812012;-24.1644992828369;-15.2787504196167;-4.71225023269653;6.36875009536743;12.0474996566772;8.36149978637695;0.826749980449677;-12.9722499847412;-27.4694995880127;-32.5002517700195;662
102.5;67.5;28;8;6;8;15;24;36;46;56;30;19;13;11;-35.8865013122559;-33.6877517700195;-22.9794998168945;-13.0242500305176;-1.8052499294281;8.74450016021729;14.1640005111694;10.0895004272461;2.31900000572205;-11.6372499465942;-27.7185001373291;-32.0229988098145;375
107.5;67.5;25;10;7;7;15;26;40;48;53;32;25;17;14;-37.4657516479492;-34.3897514343262;-23.2747497558594;-12.9139995574951;-1.48574995994568;9.31599998474121;14.0965003967285;10.0697498321533;2.48000001907349;-11.2297496795654;-28.7220001220703;-33.0455017089844;350
112.5;67.5;24;11;7;8;15;27;44;56;48;33;30;18;14;-38.810001373291;-34.9339981079102;-24.181999206543;-12.0872497558594;-0.880500018596649;9.49600028991699;13.9665002822876;9.89550018310547;1.86049997806549;-12.1859998703003;-30.1669998168945;-35.3152503967285;339
117.5;67.5;24;9;8;8;11;22;38;43;36;30;28;15;13;-41.734748840332;-37.088249206543;-25.4675006866455;-12.2489995956421;0.221000000834465;10.6112499237061;14.8985004425049;10.1527500152588;2.02174997329712;-12.842999458313;-32.242000579834;-38.5924987792969;270
122.5;67.5;24;9;9;9;11;22;36;46;41;34;36;16;14;-39.2542495727539;-34.9410018920898;-23.570499420166;-11.5174999237061;1.44550001621246;11.5019998550415;15.6420001983643;11.5349998474121;4.13474988937378;-11.1282501220703;-30.2447509765625;-37.286750793457;119
127.5;67.5;24;13;13;13;22;38;65;75;69;47;35;22;20;-32.2939987182617;-30.0292491912842;-25.6317501068115;-17.0277500152588;-6.37825012207031;3.52349996566772;8.21224975585938;5.66050004959106;-2.9282500743866;-15.2250003814697;-27.7164993286133;-29.871000289917;1255
132.5;67.5;29;7;6;6;8;13;34;42;38;19;17;11;10;-45.5834999084473;-41.6609992980957;-28.6965007781982;-12.3959999084473;2.87474989891052;12.6614999771118;15.5757503509521;10.9444999694824;2.48874998092651;-14.4982500076294;-35.7692489624023;-43.1940002441406;196
137.5;67.5;27;5;7;6;7;18;38;54;44;25;19;9;8;-40.5767517089844;-36.9645004272461;-28.5620002746582;-14.6212501525879;1.08774995803833;11.7142496109009;14.1147499084473;9.9707498550415;1.70799994468689;-14.4652500152588;-32.3792495727539;-38.247501373291;434
142.5;67.5;24;8;7;4;5;14;32;48;47;23;13;11;8;-38.8605003356934;-36.4437484741211;-28.2439994812012;-13.37024974823;2.56275010108948;12.4475002288818;14.9645004272461;10.527250289917;2.5772500038147;-13.6479997634888;-30.5477504730225;-37.2827491760254;226
147.5;67.5;25;13;10;5;6;10;30;46;43;25;18;15;13;-34.8515014648438;-33.9259986877441;-26.4540004730225;-13.6317501068115;1.09424996376038;12.3472499847412;14.2267503738403;10.06725025177;2.16674995422363;-13.1794996261597;-28.074499130249;-34.5532493591309;268
152.5;67.5;27;14;13;8;6;11;25;37;37;27;21;18;14;-36.4012489318848;-33.9500007629395;-27.0769996643066;-14.5069999694824;0.475250005722046;12.3675003051758;15.0605001449585;10.5732498168945;2.92925000190735;-11.8762502670288;-28.2532501220703;-35.3274993896484;43
157.5;67.5;26;12;11;8;6;9;24;42;36;25;15;17;13;-35.2937507629395;-33.5977516174316;-27.8500003814697;-15.8210000991821;-0.81674998998642;11.22350025177;13.0920000076294;8.46049976348877;1.82099997997284;-12.3892498016357;-27.5732498168945;-34.7709999084473;240
162.5;67.5;25;12;9;7;7;8;20;38;35;27;16;16;12;-33.8957481384277;-31.7617492675781;-25.4085006713867;-14.1949996948242;-0.140750005841255;11.2755002975464;13.6182498931885;9.07100009918213;2.19400000572205;-12.133749961853;-25.9584999084473;-33.2827491760254;189
167.5;67.5;23;13;11;6;7;8;23;40;39;20;14;19;16;-32.3937492370605;-31.9342498779297;-27.6450004577637;-17.4685001373291;-3.11500000953674;9.05599975585938;11.5080003738403;7.70324993133545;0.270249992609024;-14.0279998779297;-27.5647506713867;-33.221248626709;467
172.5;67.5;21;18;16;14;18;16;27;51;48;30;30;24;16;-26.543249130249;-27.308500289917;-25.9650001525879;-18.7957496643066;-6.04024982452393;5.46950006484985;8.99400043487549;6.8127498626709;0.501500010490417;-12.8822498321533;-21.7360000610352;-26.6590003967285;516
177.5;67.5;20;25;19;15;13;16;30;51;52;34;23;26;23;-23.6019992828369;-25.7024993896484;-24.3487491607666;-19.0534992218018;-6.85024976730347;4.14774990081787;8.12399959564209;5.69374990463257;-1.28400003910065;-12.5694999694824;-20.2837505340576;-24.9542503356934;726
-162.5;62.5;27;20;17;16;16;22;39;58;98;73;40;31;28;-15.1262502670288;-12.6882495880127;-11.0507497787476;-4.6855001449585;3.87849998474121;10.8287496566772;12.6472501754761;11.4530000686646;7.26300001144409;-0.921999990940094;-8.12199974060059;-12.871000289917;139
-157.5;62.5;32;27;24;24;23;25;46;71;92;62;37;33;31;-17.080249786377;-12.6184997558594;-10.5740003585815;-3.31550002098083;5.36224985122681;12.0389995574951;13.4879999160767;11.0640001296997;6.93375015258789;-2.31500005722046;-10.089750289917;-15.3625001907349;373
-152.5;62.5;35;30;37;32;20;20;63;71;83;79;44;29;35;-12.0642499923706;-11.22350025177;-10.2985000610352;-5.44474983215332;1.02824997901917;6.87674999237061;9.70324993133545;8.88650035858154;4.61749982833862;-3.35400009155273;-9.23575019836426;-10.7307500839233;895
-147.5;62.5;36;17;19;17;9;21;61;68;51;37;26;22;23;-18.4152507781982;-14.1344995498657;-12.7197504043579;-5.12200021743774;3.28500008583069;9.23124980926514;11.3097496032715;9.7832498550415;4.65275001525879;-3.98850011825562;-12.3699998855591;-15.7717504501343;981
-142.5;62.5;36;19;21;18;20;38;75;90;61;42;24;24;25;-16.7490005493164;-13.5822496414185;-12.6027498245239;-7.0475001335144;0.265749990940094;6.11574983596802;8.73974990844727;7.36199998855591;2.41774988174438;-5.69099998474121;-12.0369997024536;-15.1225004196167;1571
-137.5;62.5;39;13;10;10;9;24;46;60;44;25;13;14;13;-21.0844993591309;-17.1429996490479;-11.6567497253418;-3.50974988937378;4.49450016021729;9.8430004119873;12.0369997024536;9.98375034332275;4.68975019454956;-3.14650011062622;-13.5555000305176;-19.4825000762939;1054
-132.5;62.5;41;16;14;12;12;21;41;64;48;35;24;20;17;-20.8780002593994;-15.825249671936;-11.4835004806519;-4.38350009918213;3.09675002098083;8.95499992370605;11.2297496795654;9.2519998550415;3.95300006866455;-3.37124991416931;-14.3520002365112;-17.9965000152588;1177
-127.5;62.5;42;34;28;26;31;38;70;91;80;60;50;42;31;-20.7280006408691;-16.3985004425049;-14.3047504425049;-7.79949998855591;-0.769999980926514;5.39524984359741;8.34525012969971;6.73250007629395;1.64874994754791;-5.49499988555908;-15.4902496337891;-18.8509998321533;1737
-122.5;62.5;32;20;16;13;18;34;57;70;59;36;34;22;20;-24.4354991912842;-20.6927509307861;-14.8345003128052;-2.93374991416931;6.49275016784668;12.8942499160767;15.2112503051758;12.7152500152588;6.55975008010864;-2.88925004005432;-15.82200050354;-22.5629997253418;448
-117.5;62.5;33;17;14;18;12;18;26;41;41;32;27;25;21;-25.5742492675781;-21.7082500457764;-16.8474998474121;-4.17175006866455;6.44675016403198;13.6275005340576;16.4337501525879;13.6470003128052;7.13000011444092;-1.95299994945526;-14.4320001602173;-22.1077499389648;220
-112.5;62.5;32;17;11;10;8;13;28;41;43;30;28;28;20;-27.4512500762939;-24.3112506866455;-18.0142498016357;-6.57075023651123;3.9779999256134;11.9562501907349;15.2864999771118;12.8462495803833;6.11625003814697;-2.62875008583069;-14.8382501602173;-23.669750213623;295
-107.5;62.5;26;13;11;16;18;23;33;45;53;40;35;21;14;-29.1352500915527;-26.2875003814697;-21.50950050354;-10.0722503662109;0.912000000476837;10.0450000762939;14.4899997711182;12.2517499923706;5.06349992752075;-4.28900003433228;-17.3659992218018;-24.6275005340576;371
-102.5;62.5;24;10;6;11;15;21;32;49;45;44;35;16;11;-29.6960010528564;-28.2767505645752;-23.8404998779297;-14.5822496414185;-3.56675004959106;8.00300025939941;13.6225004196167;11.2530002593994;3.42650008201599;-6.18300008773804;-18.9037494659424;-26.1502494812012;297
-97.5;62.5;18;9;7;12;13;19;29;47;49;48;33;18;12;-30.4619998931885;-29.3320007324219;-24.7709999084473;-15.1645002365112;-5.24900007247925;4.93650007247925;11.5877504348755;10.06725025177;3.69274997711182;-5.76200008392334;-18.6662502288818;-26.4742488861084;124
-92.5;62.5;1;14;11;16;19;17;31;39;60;50;31;27;20;-30.4121208190918;-29.4575748443604;-24.3196964263916;-14.9272727966309;-5.27424240112305;4.25909090042114;10.5015153884888;10.0606060028076;3.94545459747314;-4.20454549789429;-16.4015159606934;-24.8651504516602;1
-82.5;62.5;4;8;8;8;14;16;23;34;41;41;35;22;12;-27.956521987915;-27.9304351806641;-23.215217590332;-14.0108699798584;-5.10652160644531;2.88695645332336;8.50217437744141;7.54130411148071;3.04130434989929;-3.3195652961731;-12.5478258132935;-22.6239128112793;1
-77.5;62.5;13;16;16;18;26;22;27;40;47;53;42;40;23;-26.4015007019043;-26.0855007171631;-22.2859992980957;-13.8382501602173;-5.18100023269653;1.70424997806549;8.32550048828125;7.01574993133545;1.79799997806549;-4.54050016403198;-12.9242496490479;-20.2427501678467;302
-67.5;62.5;10;26;22;20;22;25;44;64;73;57;43;36;25;-24.0152492523193;-24.3910007476807;-20.5960006713867;-12.5682497024536;-4.10400009155273;2.93424987792969;7.54225015640259;6.21000003814697;1.48374998569489;-4.49249982833862;-12.1262502670288;-19.3787498474121;413
-47.5;62.5;5;81;77;62;47;54;81;101;110;93;72;90;90;-16.0457496643066;-16.8272495269775;-15.9652500152588;-12.2189998626709;-7.35300016403198;-2.1322500705719;2.0532500743866;-0.00274999998509884;-5.58325004577637;-9.89149951934814;-13.9630002975464;-15.7152500152588;1828
-42.5;62.5;1;154;134;107;121;98;96;96;134;158;132;136;145;-5.22025012969971;-5.02524995803833;-5.61724996566772;-1.43299996852875;0.207000002264977;2.73125004768372;4.85675001144409;4.72975015640259;3.44424986839294;0.241500005125999;-2.09575009346008;-4.5147500038147;308
7.5;62.5;28;173;134;131;84;57;84;100;112;160;162;161;190;-4.51875019073486;-5.14225006103516;-3.87700009346008;-1.06824994087219;3.37400007247925;8.0600004196167;10.3792495727539;9.67650032043457;6.05950021743774;1.45175004005432;-1.74849998950958;-3.18924999237061;872
12.5;62.5;28;39;31;32;34;43;73;86;72;63;54;45;43;-11.3402500152588;-9.27449989318848;-5.21425008773804;-1.08624994754791;4.81125020980835;9.48849964141846;11.5492496490479;10.0717496871948;5.58899974822998;0.867250025272369;-5.51200008392334;-9.84749984741211;742
17.5;62.5;6;43;29;34;38;35;48;64;68;62;61;65;45;-5.43333339691162;-5.65789461135864;-1.95730996131897;1.96140348911285;7.54619884490967;12.8426904678345;15.4023389816284;14.1327486038208;9.54327487945557;4.82514619827271;-0.423391819000244;-4.0029239654541;38
22.5;62.5;41;37;27;30;33;32;56;81;72;64;54;53;44;-6.69374990463257;-7.75750017166138;-3.63700008392334;1.69225001335144;8.42774963378906;13.4747495651245;15.5082502365112;13.577000617981;8.34700012207031;3.55850005149841;-1.36849999427795;-5.08174991607666;145
27.5;62.5;44;39;31;34;35;37;62;76;81;62;55;51;45;-9.11450004577637;-9.16075038909912;-3.58774995803833;1.65799999237061;8.88599967956543;14.2375001907349;16.3892498016357;13.9192495346069;8.45049953460693;3.23149991035461;-2.33850002288818;-6.73474979400635;108
32.5;62.5;40;36;28;33;36;38;64;73;85;70;64;55;47;-12.0862503051758;-10.4479999542236;-4.85050010681152;0.701749980449677;7.89774990081787;13.3367500305176;16.0007495880127;13.3802499771118;8.01625061035156;1.98325002193451;-4.38199996948242;-9.19400024414062;165
37.5;62.5;37;36;27;32;38;44;63;63;79;67;69;51;45;-13.1242504119873;-11.0924997329712;-4.98950004577637;1.1912499666214;7.88625001907349;13.3132495880127;15.8822498321533;13.3387498855591;8.26774978637695;1.58875000476837;-5.03674983978271;-9.51125049591064;134
42.5;62.5;39;34;25;25;35;47;65;67;77;56;53;42;40;-13.4399995803833;-11.2694997787476;-4.64074993133545;1.432000041008;7.88275003433228;13.9387502670288;16.5527496337891;13.5652503967285;8.25749969482422;1.48599994182587;-5.39875030517578;-10.3777503967285;66
47.5;62.5;40;34;24;26;34;48;67;73;69;62;57;47;42;-14.7317495346069;-12.678750038147;-5.46775007247925;0.328750014305115;7.01149988174438;13.5832500457764;15.8199996948242;12.5437498092651;7.4522500038147;0.180000007152557;-6.48925018310547;-11.789999961853;165
52.5;62.5;39;41;31;30;34;45;66;69;67;56;65;53;48;-16.49049949646;-13.9469995498657;-6.07625007629395;0.166500002145767;6.89025020599365;13.2582502365112;15.8522500991821;12.25;7.45125007629395;-0.360750019550323;-8.31900024414062;-13.6132497787476;138
57.5;62.5;39;45;33;33;43;54;65;79;84;71;71;64;50;-19.7530002593994;-15.5839996337891;-7.01525020599365;-1.91575002670288;4.93524980545044;12.9152498245239;16.8827495574951;12.0025005340576;7.50950002670288;0.392000019550323;-10.1785001754761;-14.9005002975464;165
62.5;62.5;36;27;19;20;34;47;62;81;76;60;45;35;27;-20.8934993743896;-17.4554996490479;-9.3417501449585;-0.41499999165535;5.89750003814697;13.4712495803833;16.7527503967285;12.887749671936;7.41525030136108;-2.03299999237061;-11.5017499923706;-17.6744995117188;95
67.5;62.5;35;31;21;22;33;48;66;78;82;63;55;41;34;-21.0499992370605;-18.4330005645752;-8.97725009918213;-1.97549998760223;4.95174980163574;13.1082496643066;16.8467502593994;12.8815002441406;7.01175022125244;-2.46924996376038;-12.1692504882812;-17.8442497253418;108
72.5;62.5;31;30;21;21;26;41;64;71;76;58;53;42;31;-21.253999710083;-20.8482494354248;-11.3562498092651;-4.26224994659424;2.48075008392334;12.9045000076294;17.4887504577637;13.3027505874634;7.39949989318848;-3.02824997901917;-12.1164999008179;-18.2507495880127;68
77.5;62.5;33;26;19;20;29;41;65;71;79;59;49;39;29;-23.5972499847412;-22.9449996948242;-13.7302503585815;-6.43174982070923;1.78100001811981;12.4812498092651;17.2194995880127;13.7320003509521;7.77099990844727;-1.64575004577637;-13.3947496414185;-18.8269996643066;89
82.5;62.5;34;32;24;24;34;44;61;78;76;60;62;48;37;-24.3234996795654;-22.8680000305176;-13.9927501678467;-5.84425020217896;2.23000001907349;12.3809995651245;17.0637493133545;13.0375003814697;6.28674983978271;-3.98425006866455;-15.4517498016357;-21.6777496337891;121
87.5;62.5;34;37;25;25;36;47;58;68;74;65;69;55;46;-24.2679996490479;-21.5930004119873;-12.6652498245239;-4.99725008010864;3.10424995422363;12.2362499237061;16.9284992218018;12.9635000228882;5.96050024032593;-4.58524990081787;-16.5634994506836;-21.8767490386963;207
92.5;62.5;30;34;23;21;33;49;64;70;76;60;57;47;42;-29.3167495727539;-26.7670001983643;-16.1445007324219;-6.27775001525879;1.82474994659424;10.616250038147;15.1005001068115;11.4167499542236;4.5605001449585;-6.33624982833862;-18.0440006256104;-26.023250579834;389
97.5;62.5;30;24;16;18;27;40;53;59;78;52;47;39;31;-31.8027496337891;-28.9475002288818;-17.0022506713867;-6.66324996948242;2.21700000762939;10.9147500991821;15.1132497787476;11.1442499160767;4.01725006103516;-7.33424997329712;-20.7164993286133;-28.4535007476807;522
102.5;62.5;31;15;9;11;21;34;46;54;62;37;28;23;20;-30.7789993286133;-28.2829990386963;-17.0694999694824;-6.69224977493286;2.88150000572205;11.5205001831055;15.0967502593994;11.2642498016357;3.76049995422363;-7.61625003814697;-20.8729991912842;-27.9712505340576;405
107.5;62.5;29;14;10;13;18;31;45;48;56;35;33;26;18;-32.8074989318848;-28.0610008239746;-18.0400009155273;-6.64375019073486;3.90300011634827;12.4277496337891;15.6555004119873;12.2912502288818;4.6584997177124;-7.54374980926514;-22.4332504272461;-29.5797500610352;325
112.5;62.5;28;14;9;11;16;27;44;50;52;34;30;23;19;-35.1080017089844;-30.6404991149902;-18.8225002288818;-6.08325004577637;4.28525018692017;13.3894996643066;17.088249206543;13.4519996643066;5.04500007629395;-7.3730001449585;-24.7622509002686;-31.7840003967285;320
117.5;62.5;34;13;8;9;11;25;38;47;40;32;24;18;16;-33.8129997253418;-29.0450000762939;-18.5157508850098;-5.77825021743774;5.78700017929077;14.1662502288818;17.077751159668;13.1639995574951;5.39625024795532;-7.23425006866455;-24.0219993591309;-31.6879997253418;128
122.5;62.5;34;12;8;11;15;24;44;52;44;36;27;19;15;-36.5617485046387;-31.4417495727539;-19.8057498931885;-7.32574987411499;4.84025001525879;13.2980003356934;16.3102493286133;12.6022500991821;4.38675022125244;-8.49924945831299;-25.3987503051758;-33.6197509765625;312
127.5;62.5;36;9;6;5;9;23;48;48;48;37;25;14;12;-38.9230003356934;-34.3059997558594;-21.0405006408691;-7.00349998474121;5.89100027084351;14.4712495803833;16.7970008850098;13.0347499847412;4.6567497253418;-9.85774993896484;-28.2707500457764;-37.3839988708496;216
132.5;62.5;34;8;5;6;14;23;44;52;49;34;28;15;10;-42.1942481994629;-35.7327499389648;-21.8264999389648;-6.52199983596802;6.2977499961853;14.6405000686646;17.5932502746582;13.6730003356934;4.80775022506714;-10.5367498397827;-30.7987499237061;-40.4377517700195;215
137.5;62.5;31;6;5;6;16;32;55;79;72;45;32;13;8;-38.1307487487793;-32.538501739502;-22.9682502746582;-8.86849975585938;2.39350008964539;11.996000289917;14.9434995651245;12.4567499160767;3.09524989128113;-11.8439998626709;-28.0405006408691;-36.0632514953613;747
142.5;62.5;30;7;7;6;11;23;49;67;59;37;22;11;7;-40.015251159668;-37.4329986572266;-29.9750003814697;-14.8522500991821;-1.22300004959106;8.51949977874756;12.0322504043579;8.80475044250488;0.672500014305115;-15.7589998245239;-32.3647499084473;-39.0540008544922;1133
147.5;62.5;30;13;10;6;9;22;43;68;63;37;26;16;12;-35.2522506713867;-31.9869995117188;-24.3737506866455;-12.4517498016357;0.962000012397766;10.7462501525879;13.9060001373291;10.303750038147;1.92949998378754;-13.6400003433228;-28.5172500610352;-34.7967491149902;810
152.5;62.5;32;24;21;13;12;19;35;62;57;40;28;29;22;-31.9282493591309;-31.2705001831055;-25.3055000305176;-12.0022497177124;0.106499999761581;12.116250038147;14.6905002593994;10.8520002365112;3.13275003433228;-10.950249671936;-26.6809997558594;-31.4885005950928;577
157.5;62.5;29;15;15;11;11;18;42;62;58;42;28;23;15;-28.0682506561279;-28.8899993896484;-28.0762500762939;-16.5384998321533;-4.38474988937378;4.23925018310547;10.789999961853;7.78000020980835;1.85724997520447;-9.55449962615967;-24.2442493438721;-28.7684993743896;1032
162.5;62.5;25;25;19;17;16;20;29;47;56;42;33;32;25;-23.9615001678467;-24.1097507476807;-20.7425003051758;-10.9967498779297;0.213750004768372;9.4980001449585;12.7805004119873;11.1029996871948;6.10675001144409;-4.78299999237061;-18.3605003356934;-24.4855003356934;67
167.5;62.5;25;28;25;21;20;14;30;49;63;45;40;40;28;-23.4997501373291;-23.7182502746582;-19.4412498474121;-11.6169996261597;1.26824998855591;10.554500579834;13.4172496795654;10.7384996414185;5.06500005722046;-6.2519998550415;-17.8729991912842;-23.8007507324219;118
172.5;62.5;24;31;24;22;25;22;31;56;69;42;47;41;29;-20.786750793457;-22.9704990386963;-20.9817504882812;-14.3012504577637;-2.9777500629425;5.72650003433228;10.8237495422363;8.66924953460693;3.11225008964539;-8.13599967956543;-17.9922504425049;-22.9114990234375;366
-157.5;57.5;24;33;26;33;34;37;39;54;70;75;67;48;45;-5.17600011825562;-4.81125020980835;-2.9520001411438;0.800499975681305;5.98624992370605;9.59875011444092;12.0255002975464;12.0132503509521;9.17125034332275;3.25025010108948;-1.46700000762939;-5.29949998855591;8
-152.5;57.5;7;194;145;133;140;151;127;98;116;183;201;163;180;-0.256081074476242;-0.433783799409866;-0.185810819268227;2.20067572593689;5.82567548751831;9.24932479858398;11.910135269165;12.2668914794922;9.51621627807617;5.16554069519043;1.61959457397461;-0.283108115196228;131
-132.5;57.5;35;188;150;135;83;90;93;109;138;196;227;187;203;-11.9224996566772;-9.19449996948242;-10.0834999084473;-6.22450017929077;-1.53875005245209;3.52624988555908;8.21125030517578;10.3549995422363;5.69899988174438;-1.0202499628067;-7.19799995422363;-10.9507503509521;1697
-127.5;57.5;42;57;38;32;21;44;63;78;67;69;61;49;58;-15.1669998168945;-11.7632503509521;-8.67000007629395;-2.89825010299683;2.80800008773804;7.77500009536743;10.1059999465942;9.50125026702881;5.12624979019165;-0.632000029087067;-9.61575031280518;-13.7432498931885;1516
-122.5;57.5;44;24;20;24;25;61;101;113;74;41;31;27;20;-12.8132495880127;-9.84924983978271;-6.11625003814697;1.14600002765656;6.84649991989136;11.3730001449585;13.5002498626709;12.2915000915527;7.68849992752075;1.52125000953674;-8.47675037384033;-11.5454998016357;974
-117.5;57.5;43;32;22;18;19;34;60;79;56;39;25;37;24;-16.2145004272461;-12.1319999694824;-6.90625;2.15799999237061;8.67049980163574;13.1582498550415;15.2492504119873;13.8152503967285;8.72550010681152;2.56500005722046;-8.1897497177124;-13.7845001220703;592
-112.5;57.5;45;23;21;18;20;40;65;83;61;44;27;22;22;-20.1599998474121;-14.8680000305176;-10.0209999084473;0.257750004529953;7.02649974822998;11.7267503738403;14.2559995651245;13.0842504501343;7.38100004196167;0.889750003814697;-10.2887496948242;-17.5424995422363;735
-107.5;57.5;38;19;16;16;24;33;65;89;69;52;38;26;20;-22.8412494659424;-19.52174949646;-12.5194997787476;-1.73825001716614;7.21724987030029;13.0804996490479;15.8292503356934;14.2495002746582;7.82050037384033;0.429749995470047;-11.5417499542236;-20.0867500305176;524
-102.5;57.5;31;26;18;24;23;40;65;79;68;61;43;33;25;-24.5424995422363;-20.4615001678467;-14.0197496414185;-3.90249991416931;2.55599999427795;9.66524982452393;15.3917503356934;14.2534999847412;8.12800025939941;1.11325001716614;-10.5240001678467;-20.6752510070801;337
-97.5;57.5;34;18;15;17;22;40;57;79;73;62;43;31;21;-26.2430000305176;-23.6695003509521;-16.6399993896484;-6.04925012588501;3.70099997520447;11.3325004577637;14.9169998168945;13.512749671936;6.60125017166138;-1.17250001430511;-13.6134996414185;-23.5834999084473;254
-92.5;57.5;34;21;10;18;15;31;44;62;69;51;36;26;27;-27.3579368591309;-25.213493347168;-18.951587677002;-8.79127025604248;0.608730137348175;8.59523773193359;13.2119045257568;12.1865081787109;6.85158729553223;-1.28809523582458;-12.1674604415894;-22.9396820068359;3
-72.5;57.5;26;26;23;30;24;39;48;72;80;70;59;46;34;-24.4419994354248;-23.6317501068115;-18.3562488555908;-9.33625030517578;-0.29475000500679;7.70749998092651;13.9884996414185;12.549750328064;5.17525005340576;-0.431749999523163;-8.5292501449585;-17.4274997711182;333
-67.5;57.5;27;35;28;28;29;32;52;74;75;70;53;45;35;-24.5637493133545;-23.1882495880127;-17.089750289917;-8.23299980163574;0.857500016689301;8.38549995422363;12.3382501602173;11.2687501907349;5.92549991607666;-0.527750015258789;-8.30974960327148;-19.107250213623;152
-62.5;57.5;21;70;52;48;39;40;69;89;74;76;64;69;68;-18.8278636932373;-19.2808055877686;-14.5857582092285;-6.87430334091187;0.0294117648154497;6.09009265899658;10.1356039047241;9.87337493896484;5.59287929534912;-0.234674915671349;-6.39969062805176;-14.1331272125244;187
-7.5;57.5;0;149;109;120;75;64;73;88;102;136;160;157;151;5.25714302062988;5.14357137680054;5.92214298248291;7.18285703659058;9.48285675048828;11.5557146072388;13.292857170105;13.541428565979;11.9514284133911;9.79857158660889;7.26928567886353;5.83500003814697;5
-2.5;57.5;31;71;50;56;52;53;56;59;65;71;74;75;66;3.18374991416931;3.27125000953674;4.99749994277954;6.50174999237061;9.36425018310547;11.9685001373291;13.9825000762939;13.9969997406006;11.5410003662109;8.74024963378906;5.39825010299683;3.63199996948242;120
12.5;57.5;39;89;63;67;54;56;71;85;84;96;98;100;102;-1.37000000476837;-1.49249994754791;1.11675000190735;4.75325012207031;10.1127500534058;13.9670000076294;15.969500541687;15.3642501831055;11.2517499923706;7.42974996566772;3.17350006103516;0.237000003457069;76
22.5;57.5;53;41;28;35;38;39;58;75;73;71;69;65;51;-2.81925010681152;-3.38724994659424;-0.393750011920929;5.24375009536743;10.2734994888306;14.4860000610352;16.7054996490479;16.1459999084473;12.1112499237061;6.94775009155273;2.17724990844727;-1.43225002288818;45
27.5;57.5;51;37;29;32;36;52;70;82;76;65;56;53;43;-5.53674983978271;-5.8730001449585;-1.3400000333786;5.06699991226196;11.4987497329712;15.3267498016357;16.7894992828369;15.4434995651245;10.2369995117188;5.46750020980835;-0.209750011563301;-3.97475004196167;130
32.5;57.5;53;43;32;35;36;58;76;89;81;69;63;54;50;-9.93124961853027;-7.93625020980835;-5.39849996566772;4.30999994277954;11.4742498397827;15.0509996414185;17.1567497253418;15.6379995346069;10.4549999237061;4.65500020980835;-0.521499991416931;-5.03749990463257;219
37.5;57.5;49;37;26;27;40;52;70;79;67;60;55;48;41;-11.7767496109009;-8.60825061798096;-4.32000017166138;3.94175004959106;11.4627494812012;15.6245002746582;17.5242500305176;15.1380004882812;9.65200042724609;4.2807502746582;-2.98900008201599;-6.84425020217896;144
42.5;57.5;52;39;30;28;33;47;64;74;60;60;60;51;45;-11.3970003128052;-9.94775009155273;-3.81200003623962;4.74849987030029;11.6267499923706;16.3010005950928;18.2684993743896;15.7632503509521;10.1862497329712;3.77574992179871;-3.33150005340576;-8.14974975585938;122
47.5;57.5;50;31;24;23;33;47;68;74;60;59;55;43;34;-12.9367504119873;-11.5022497177124;-5.20025014877319;4.03350019454956;11.2204999923706;16.2587490081787;18.1112499237061;15.325249671936;9.50150012969971;2.66175007820129;-4.86925029754639;-9.33150005340576;137
52.5;57.5;46;40;29;34;32;46;61;66;63;61;56;40;45;-13.4905004501343;-11.5609998703003;-5.23750019073486;3.08599996566772;10.7810001373291;16.2352504730225;17.8842506408691;14.852499961853;9.11400032043457;2.09524989128113;-6.09074974060059;-10.950249671936;180
57.5;57.5;44;41;27;28;36;47;70;79;87;75;66;50;43;-16.5305004119873;-14.6645002365112;-6.5457501411438;3.00049996376038;9.86849975585938;16.0122509002686;18.007999420166;14.63450050354;9.02649974822998;1.29824995994568;-8.42899990081787;-13.8687496185303;178
62.5;57.5;49;22;17;13;22;38;62;82;70;50;38;30;24;-14.8044996261597;-13.7159996032715;-5.17700004577637;4.44225025177002;10.1490001678467;16.4389991760254;18.7422504425049;16.0397510528564;10.0885000228882;2.45825004577637;-6.72125005722046;-12.1280002593994;91
