# Species data from IUCN (http://www.iucnredlist.org/)
# Climate and altitude data from worldclim (http://worldclim.org/)
lon;lat;sp.rich;prec1;prec2;prec3;prec4;prec5;prec6;prec7;prec8;prec9;prec10;prec11;prec12;tavg1;tavg2;tavg3;tavg4;tavg5;tavg6;tavg7;tavg8;tavg9;tavg10;tavg11;tavg12;altitude
122.5;47.5;43;1;2;5;13;27;78;143;95;45;15;4;3;-17.724250793457;-13.262749671936;-4.78674983978271;5.54300022125244;13.4104995727539;18.6397495269775;20.7770004272461;19.3047504425049;12.6567497253418;3.88199996948242;-6.75750017166138;-15.0830001831055;338
127.5;47.5;49;4;4;9;22;45;86;155;131;65;25;10;6;-22.4109992980957;-17.0317497253418;-6.86399984359741;4.90450000762939;12.0872497558594;18.1679992675781;21.2787494659424;19.4829998016357;12.2622499465942;2.79500007629395;-8.70275020599365;-18.6712493896484;242
132.5;47.5;53;5;6;11;30;49;84;112;128;73;34;13;9;-20.5955009460449;-16.2307510375977;-6.35274982452393;4.65000009536743;12.4447498321533;18.4305000305176;21.6634998321533;19.9602489471436;13.8704996109009;4.21374988555908;-7.41200017929077;-17.6132507324219;57
137.5;47.5;45;20;21;37;66;91;112;167;179;124;75;51;27;-23.8377494812012;-19.7320003509521;-12.8967504501343;-2.24475002288818;4.08024978637695;10.6380004882812;14.1324996948242;13.1222496032715;7.16975021362305;-1.36374998092651;-12.0612497329712;-20.9737491607666;1062
142.5;47.5;33;48;39;41;51;68;52;83;100;107;96;73;62;-12.5659999847412;-11.7507495880127;-6.38000011444092;1.26199996471405;6.70949983596802;10.9122495651245;15.4665002822876;16.7005004882812;12.8765001296997;6.30824995040894;-2.55250000953674;-9.00275039672852;158
152.5;47.5;1;87;84;89;111;119;77;100;134;182;203;154;127;-4.77894735336304;-5.47894716262817;-3.97368431091309;-0.252631574869156;2.4052631855011;4.55789470672607;7.71052646636963;9.96315765380859;9.27368450164795;6;1.28421056270599;-2.2842104434967;150
-122.5;42.5;76;130;97;99;67;51;30;12;20;29;64;139;151;1.80949997901917;2.74324989318848;3.60074996948242;5.53900003433228;8.98000049591064;12.7075004577637;16.7042503356934;16.7997493743896;13.6695003509521;9.68200016021729;3.95374989509583;1.31324994564056;1260
-117.5;42.5;65;30;24;27;25;30;29;10;14;17;19;33;32;-1.96924996376038;0.176500007510185;2.62474989891052;5.79400014877319;10.2307500839233;14.4440002441406;19.2054996490479;19.6860008239746;14.794750213623;9.03600025177002;2.88074994087219;-1.60000002384186;1547
-112.5;42.5;71;42;36;38;38;47;38;28;26;30;31;38;39;-6.56675004959106;-4.66650009155273;-0.324000000953674;4.75750017166138;9.55449962615967;14.543999671936;18.8642501831055;18.8457508087158;13.5594997406006;7.51550006866455;0.320250004529953;-5.71124982833862;1798
-107.5;42.5;55;10;11;16;31;46;27;23;17;22;20;16;13;-6.13899993896484;-4.27650022506714;0.360500007867813;4.66825008392334;9.83224964141846;15.4477500915527;20.238000869751;19.5820007324219;14.4405002593994;7.69024991989136;0.24549999833107;-4.35225009918213;1906
-102.5;42.5;56;8;9;21;45;78;74;69;46;38;22;12;9;-5.7649998664856;-2.31699991226196;2.0717499256134;7.27549982070923;13.1867504119873;18.7037506103516;22.3252506256104;21.6087493896484;16.0160007476807;9.14350032806396;0.823499977588654;-4.37599992752075;1180
-97.5;42.5;50;13;18;44;55;76;80;70;63;55;41;28;17;-7.6412501335144;-3.93300008773804;2.02950000762939;9.00949954986572;15.5974998474121;21.1437511444092;23.3570003509521;22.1552505493164;17.0074996948242;10.3147497177124;1.1434999704361;-5.28499984741211;539
-92.5;42.5;50;22;26;59;88;108;115;117;104;90;66;50;33;-8.76924991607666;-5.17799997329712;1.65649998188019;8.92325019836426;15.7115001678467;20.9995002746582;22.9500007629395;21.6382503509521;17.1767501831055;10.3859996795654;1.86549997329712;-5.68575000762939;285
-87.5;42.5;0;47;37;63;94;84;90;86;99;99;70;75;62;-2.28775000572205;-0.827250003814697;1.74374997615814;7.24524974822998;11.7827501296997;17.3605003356934;21.3317489624023;21.386999130249;17.6070003509521;12.0382499694824;5.75274991989136;0.200750008225441;176
-82.5;42.5;1;53;53;62;76;75;78;77;80;87;61;77;69;-5.04699993133545;-4.38924980163574;0.847000002861023;7.00724983215332;13.71875;19.1560001373291;21.9174995422363;21.088249206543;17.320499420166;10.8715000152588;4.7185001373291;-1.18550002574921;174
-77.5;42.5;51;47;45;59;72;78;106;89;82;89;72;76;61;-5.97524976730347;-5.23474979400635;-0.342500001192093;6.19024991989136;12.4040002822876;17.0737495422363;19.5672492980957;18.7070007324219;14.6245002746582;8.64999961853027;3.27300000190735;-2.89949989318848;480
-72.5;42.5;50;89;81;92;98;105;101;98;103;93;95;104;97;-5.59324979782104;-4.88175010681152;0.109499998390675;5.97700023651123;12.4032497406006;17.1247501373291;20.3692493438721;19.9885005950928;15.5190000534058;9.36100006103516;4.03249979019165;-2.20125007629395;252
-7.5;42.5;50;207;172;137;128;122;66;38;41;94;179;195;218;5.88150024414062;6.88549995422363;8.64000034332275;9.94075012207031;12.4467496871948;16.5219993591309;19.1420001983643;19.1735000610352;16.9712505340576;12.8312501907349;8.82124996185303;6.81125020980835;649
-2.5;42.5;65;34;29;28;49;53;46;30;24;27;36;42;42;5.03725004196167;6.72249984741211;8.94999980926514;10.5710000991821;14.253999710083;18.0084991455078;21.1145000457764;21.300500869751;18.2667503356934;13.4434995651245;8.65100002288818;5.90799999237061;485
2.5;42.5;69;69;58;63;74;93;74;45;67;77;95;79;79;3.37599992752075;4.12650012969971;6.02624988555908;7.94974994659424;11.5157499313354;15.294750213623;18.0792503356934;18.224250793457;15.606499671936;11.6400003433228;6.77799987792969;4.43324995040894;869
12.5;42.5;55;35;37;34;40;40;35;24;32;50;60;58;45;5.29225015640259;5.96649980545044;8.55325031280518;11.3767499923706;16.2754993438721;20.2152500152588;23.3775005340576;23.1774997711182;19.3955001831055;14.4407501220703;9.18025016784668;6.17899990081787;350
22.5;42.5;66;33;41;43;55;69;69;55;48;46;47;54;48;-1.25674998760223;0.15625;3.37899994850159;8.03750038146973;12.77649974823;15.8247499465942;17.5987491607666;17.5927505493164;13.9412498474121;9.21374988555908;3.9375;0.0235000010579824;883
27.5;42.5;0;44;44;44;50;44;47;33;30;42;56;64;51;2.93181824684143;3.75454545021057;6.02159070968628;10.4628791809082;15.408712387085;20.0950756072998;22.3685607910156;22.0727272033691;18.6034088134766;14.1496210098267;8.74280261993408;4.66363620758057;84
42.5;42.5;62;150;128;113;119;102;142;125;130;126;149;155;181;2.45000004768372;2.86875009536743;5.81349992752075;10.8055000305176;14.6864995956421;18.2819995880127;21.1075000762939;21.2477493286133;17.6180000305176;12.9329996109009;8.70275020599365;4.20349979400635;511
47.5;42.5;54;15;21;28;46;65;70;57;52;62;43;28;18;-1.79999995231628;-1.18324995040894;2.17799997329712;8.86025047302246;14.0340003967285;17.6389999389648;20.80299949646;19.6564998626709;15.4597501754761;10.2657499313354;4.50150012969971;0.423000007867813;1088
52.5;42.5;2;8;8;14;15;12;6;4;3;6;10;12;12;1.2849999666214;0.549000024795532;4.41599988937378;11.8184995651245;17.4005012512207;21.5627498626709;24.839750289917;24.632999420166;20.0057506561279;12.9237499237061;7.80924987792969;3.68225002288818;-3
57.5;42.5;33;8;8;16;18;13;7;4;2;4;9;11;11;-3.52550005912781;-2.55800008773804;3.79474997520447;13.4757499694824;19.900749206543;25.9710006713867;29.113000869751;26.6747493743896;20.3107490539551;12.2034997940063;4.27349996566772;-0.564000010490417;116
62.5;42.5;32;13;11;19;18;13;4;3;2;2;7;12;15;-4.15799999237061;-2.77725005149841;5.09674978256226;14.5932502746582;21.9162502288818;28.45924949646;30.9739990234375;28.7250003814697;22.642749786377;12.1547498703003;4.12424993515015;-1.2610000371933;128
67.5;42.5;28;29;29;30;32;23;6;5;2;3;12;24;35;-2.22075009346008;-1.01600003242493;6.12225008010864;14.5852499008179;20.6392498016357;26.355749130249;29.8535003662109;27.5885009765625;21.2952499389648;12.1167497634888;4.87599992752075;0.174500003457069;201
72.5;42.5;44;27;30;50;72;73;55;36;22;23;43;40;34;-7.24700021743774;-6.55900001525879;-2.31399989128113;4.88374996185303;9.69499969482422;13.3649997711182;16.0477504730225;15.4342498779297;11.7722501754761;5.82550001144409;-1.44000005722046;-5.77199983596802;2078
77.5;42.5;44;9;12;18;26;42;41;44;42;28;23;15;10;0.220750004053116;-2.18149995803833;0.412250012159348;5.14050006866455;10.9130001068115;13.7005004882812;17.144250869751;17.5125007629395;14.8102502822876;8.98649978637695;3.65024995803833;1.72925007343292;1603
82.5;42.5;42;3;4;7;14;39;55;58;49;35;13;6;4;-11.6717500686646;-10.7342500686646;-7.04500007629395;-0.37950000166893;5.06624984741211;8.19849967956543;10.7797498703003;10.2569999694824;5.77050018310547;-0.552749991416931;-6.68225002288818;-9.32075023651123;2754
87.5;42.5;36;2;2;3;7;19;25;28;22;17;5;3;2;-12.1952495574951;-6.39300012588501;0.736000001430511;9.68225002288818;15.2744998931885;19.3462505340576;21.6334991455078;20.7994995117188;15.3052501678467;6.86224985122681;-1.53725004196167;-9.2189998626709;1589
92.5;42.5;31;0;0;0;1;1;5;6;4;2;1;0;0;-9.41924953460693;-2.60724997520447;6.09724998474121;15.5707502365112;22.5097503662109;26.9577503204346;29.2054996490479;27.6792507171631;21.6502494812012;12.0487499237061;1.34675002098083;-7.48449993133545;339
97.5;42.5;34;1;1;1;2;4;9;19;12;5;1;1;1;-11.3280000686646;-8.20450019836426;-1.40049993991852;7.66125011444092;14.9597501754761;20.3915004730225;22.4622497558594;20.9657497406006;14.8257503509521;5.82574987411499;-3.09700012207031;-9.56774997711182;1413
102.5;42.5;37;0;0;1;2;4;8;17;15;6;3;0;0;-13.5872497558594;-7.18050003051758;0.411500006914139;10.1164999008179;17.5132503509521;23.3115005493164;25.5987491607666;23.5349998474121;17.0555000305176;7.54174995422363;-2.64475011825562;-11.2977504730225;1134
107.5;42.5;36;1;1;2;4;6;14;33;32;14;5;1;1;-12.0307502746582;-7.47650003433228;-0.29050001502037;9.0004997253418;16.1744995117188;21.7485008239746;24.2935009002686;22.3752498626709;16.3314990997314;7.80749988555908;-2.20099997520447;-10.43274974823;1087
112.5;42.5;36;2;2;4;8;13;27;54;59;24;11;3;1;-14.1932497024536;-10.4584999084473;-2.99624991416931;6.49450016021729;14.0719995498657;19.2842502593994;22.0750007629395;20.1027507781982;13.9005002975464;5.72300004959106;-3.9612500667572;-11.5694999694824;1173
117.5;42.5;37;3;5;10;17;37;72;129;102;44;17;6;3;-14.8062496185303;-12.7665004730225;-6.22349977493286;3.03200006484985;10.2510004043579;15.8835000991821;18.226749420166;16.4982490539551;10.5622501373291;3.07625007629395;-5.61199998855591;-12.5002498626709;1524
122.5;42.5;39;2;3;9;26;41;79;150;112;62;26;7;3;-11.4530000686646;-7.36975002288818;0.161500006914139;9.49849987030029;16.6424999237061;21.6612510681152;24.3147487640381;23.1315002441406;17.0657501220703;9.04425048828125;-0.775749981403351;-8.42749977111816;86
127.5;42.5;49;6;9;18;44;67;116;181;162;71;32;21;10;-16.5300006866455;-13.0939998626709;-5.44124984741211;4.48699998855591;10.9592504501343;16.0979995727539;19.7360000610352;18.9382495880127;11.8915004730225;4.62125015258789;-4.76399993896484;-12.9084997177124;782
142.5;42.5;39;53;44;71;90;100;102;134;144;163;131;93;61;-6.37150001525879;-6.20599985122681;-2.44775009155273;4.22875022888184;8.63175010681152;12.8357496261597;17.0849990844727;18.9274997711182;15.6304998397827;9.80399990081787;3.52125000953674;-2.50974988937378;381
-122.5;37.5;0;149;120;120;55;15;6;3;4;10;45;108;119;9.92489242553711;10.6072959899902;11.0236053466797;12.0433473587036;13.236909866333;14.7875537872314;15.9836912155151;16.4927043914795;16.5532188415527;14.9218883514404;12.0008583068848;9.8248929977417;191
-117.5;37.5;55;15;18;14;11;12;8;14;17;14;9;11;9;0.958249986171722;3.27624988555908;6.0314998626709;9.56824970245361;14.5459995269775;19.9137496948242;23.7737503051758;22.8560009002686;18.2427501678467;12.0012502670288;5.10150003433228;0.71450001001358;1666
-112.5;37.5;68;38;42;45;26;24;16;39;51;37;34;36;33;-3.33074998855591;-1.90524995326996;0.680499970912933;4.29500007629395;8.89274978637695;14.0209999084473;17.6224994659424;16.8112506866455;12.8792495727539;7.46549987792969;1.18974995613098;-2.68249988555908;2331
-107.5;37.5;68;56;54;71;49;40;31;73;86;68;69;61;63;-7.20749998092651;-6.08274984359741;-3.88299989700317;-0.291749984025955;4.96600008010864;9.81925010681152;13.3562498092651;12.8915004730225;9.88049983978271;5.07649993896484;-1.44324994087219;-5.75874996185303;2907
-102.5;37.5;56;8;9;22;30;62;60;66;50;38;21;16;8;-0.275000005960464;2.29550004005432;6.2645001411438;11.0670003890991;16.3974990844727;22.1277503967285;24.9314994812012;23.6900005340576;19.1569995880127;12.5952501296997;5.22975015640259;0.764750003814697;1252
-97.5;37.5;49;23;27;66;74;107;111;85;82;87;61;51;30;-0.502749979496002;2.89800000190735;8.125;13.6120004653931;18.9232501983643;24.3605003356934;27.4537506103516;26.7049999237061;21.8647499084473;15.2119998931885;7.29949998855591;1.58724999427795;390
-92.5;37.5;50;50;58;98;103;119;107;92;88;105;93;100;79;-0.758499979972839;2.31124997138977;7.58024978637695;13.1082496643066;17.875;22.4397506713867;25.2905006408691;24.6539993286133;20.2665004730225;14.1732501983643;7.4372501373291;1.99724996089935;369
-87.5;37.5;47;83;97;121;122;119;90;105;91;87;74;107;108;0.606750011444092;2.91600012779236;8.53600025177002;13.866250038147;18.7884998321533;23.4559993743896;25.6867504119873;24.8400001525879;21.3267498016357;14.9010000228882;8.8444995880127;3.52725005149841;123
-82.5;37.5;56;83;84;100;98;113;104;121;100;92;78;88;87;0.941250026226044;2.59874987602234;7.21724987030029;12.1842498779297;16.9977493286133;21.2670001983643;23.535249710083;22.8627490997314;19.4342498779297;13.1217498779297;7.55299997329712;2.87875008583069;391
-77.5;37.5;46;92;81;100;80;102;85;108;107;100;89;84;82;2.72874999046326;4.44950008392334;8.97274971008301;14.1167497634888;18.8409996032715;23.2679996490479;25.6317501068115;24.6742496490479;21.2409992218018;14.8592500686646;9.74100017547607;4.9520001411438;40
-7.5;37.5;41;75;53;40;50;32;14;2;4;18;60;75;94;10.6099996566772;11.6462497711182;13.5012502670288;15.2299995422363;18.5292491912842;21.8987503051758;24.72825050354;24.9407501220703;22.7357501983643;18.4852504730225;14.3747501373291;11.6899995803833;105
-2.5;37.5;43;47;41;39;43;39;23;6;6;21;45;48;49;5.57499980926514;6.75899982452393;9.06550025939941;11.4905004501343;15.6820001602173;20.6437492370605;24.5674991607666;24.3579998016357;19.9274997711182;14.0682497024536;9.24825000762939;6.45450019836426;973
22.5;37.5;44;100;91;73;58;32;16;16;19;22;71;109;119;5.90625;5.89524984359741;7.94899988174438;11.5109996795654;16.0247497558594;20.6334991455078;22.9662494659424;22.8465003967285;19.3742504119873;14.7517499923706;10.1722497940063;7.3144998550415;648
27.5;37.5;44;148;117;83;48;29;14;5;5;16;46;90;155;8.33749961853027;8.63749980926514;10.7884998321533;14.5220003128052;19.2000007629395;24.074499130249;26.9284992218018;26.517749786377;23.085750579834;17.8952503204346;13.1490001678467;9.7189998626709;335
32.5;37.5;41;85;65;57;50;43;21;6;6;11;43;58;87;0.675999999046326;2.32625007629395;5.82299995422363;10.6975002288818;15.0729999542236;19.2102508544922;22.1025009155273;21.5485000610352;17.9825000762939;12.0817499160767;6.98874998092651;3.02300000190735;1072
37.5;37.5;44;92;74;71;53;34;7;2;2;5;37;60;97;3.99650001525879;5.60900020599365;9.42574977874756;14.3292503356934;19.5522499084473;25.0372505187988;28.8507499694824;28.6030006408691;24.9282493591309;18.8057498931885;11.7735004425049;6.13049983978271;715
42.5;37.5;29;106;121;124;116;64;5;1;1;4;45;91;113;-1.30999994277954;-0.171250000596046;5.47174978256226;10.798999786377;16.2434997558594;21.7437496185303;26.2245006561279;25.9562492370605;21.6544990539551;15.1357498168945;7.80525016784668;1.9485000371933;1355
47.5;37.5;58;26;24;38;46;42;13;4;5;7;22;26;29;-2.22475004196167;0.00625000242143869;5.18074989318848;11.3599996566772;15.7622499465942;21.8852500915527;25.1892509460449;24.539249420166;20.0182495117188;13.8712501525879;6.96124982833862;1.54649996757507;1345
57.5;37.5;55;38;45;57;44;37;13;11;10;11;21;29;37;-0.241500005125999;1.41200006008148;5.9854998588562;11.9192504882812;16.6022491455078;21.61549949646;24.3549995422363;23.7625007629395;19.3745002746582;13.0607500076294;6.71400022506714;2.14549994468689;1331
62.5;37.5;39;33;29;41;26;14;1;0;1;1;4;13;28;3.10899996757507;5.42925024032593;10.6612501144409;18.04075050354;23.9845008850098;29.9619998931885;32.201000213623;29.6119995117188;23.1492500305176;15.9619998931885;9.88399982452393;5.20574998855591;289
67.5;37.5;42;30;27;47;31;13;1;1;0;0;5;12;22;3.61124992370605;5.62150001525879;11.4762496948242;19.0532493591309;24.619499206543;30.1452503204346;32.3082504272461;29.9790000915527;24.4397506713867;17.027250289917;10.5517501831055;5.85099983215332;439
72.5;37.5;33;30;36;50;52;45;18;17;13;8;22;21;33;-18.4877490997314;-18.8197498321533;-14.9165000915527;-7.69425010681152;-1.80774998664856;3.89175009727478;8.5917501449585;9.37199974060059;4.34649991989136;-0.937250018119812;-9.41075038909912;-15.517749786377;4339
77.5;37.5;27;1;1;2;1;5;3;4;6;1;0;0;1;-6.09224987030029;-1.21274995803833;6.57000017166138;13.893500328064;18.4027500152588;21.668249130249;24.2805004119873;23.1307506561279;18.3689994812012;11.0004997253418;3.1177499294281;-3.78524994850159;1944
82.5;37.5;24;1;1;1;2;6;6;9;3;2;1;0;0;-6.95550012588501;-0.537000000476837;7.81725025177002;15.5522499084473;20.8719997406006;24.7292499542236;26.6447505950928;25.9932498931885;20.6327495574951;12.0462503433228;2.92199993133545;-5.2957501411438;1350
87.5;37.5;27;1;1;2;4;12;31;53;43;20;3;1;1;-23.3932495117188;-21.7767505645752;-17.6089992523193;-10.6844997406006;-4.95949983596802;-0.889500021934509;2.86474990844727;2.72350001335144;-1.55099999904633;-8.26500034332275;-16.4257507324219;-21.0377502441406;4862
92.5;37.5;28;1;0;0;1;2;7;9;8;2;0;0;1;-11.3645000457764;-7.30074977874756;-1.32799994945526;4.73225021362305;10.3047504425049;14.441499710083;16.5464992523193;15.7047500610352;10.7512502670288;2.70749998092651;-5.06724977493286;-10.3817501068115;2838
97.5;37.5;29;3;3;6;9;25;48;51;40;21;7;1;2;-16.1480007171631;-12.758749961853;-6.42799997329712;-0.699999988079071;4.24550008773804;7.92700004577637;10.46399974823;10.2682504653931;5.38549995422363;-1.57974994182587;-9.72474956512451;-14.5950002670288;3548
102.5;37.5;42;1;3;10;20;40;61;81;82;56;19;4;1;-11.1575002670288;-9.36725044250488;-4.80625009536743;1.29024994373322;6.35624980926514;9.97774982452393;12.7089996337891;12.0935001373291;7.59425020217896;1.85125005245209;-4.99025011062622;-9.51900005340576;2775
107.5;37.5;41;2;3;10;20;33;36;73;89;55;23;8;2;-7.3730001449585;-4.15150022506714;1.80550003051758;9.03225040435791;14.7137498855591;19.0179996490479;21.1025009155273;19.5354995727539;14.3872499465942;7.92425012588501;0.497750014066696;-5.62274980545044;1634
112.5;37.5;50;2;4;10;24;33;49;119;112;57;22;10;4;-5.39900016784668;-1.71899998188019;4.44600009918213;12.236499786377;17.8460006713867;21.6924991607666;23.535249710083;21.9532508850098;16.7137489318848;10.5632495880127;2.67899990081787;-3.68499994277954;847
117.5;37.5;30;5;7;10;30;34;66;197;139;48;28;14;6;-3.15650010108948;0.063000001013279;6.61775016784668;14.7294998168945;20.767749786377;25.7357501983643;27.0867500305176;25.9587497711182;20.7362499237061;14.5697498321533;6.24599981307983;-0.775000035762787;12
122.5;37.5;0;13;11;19;44;48;74;187;160;89;37;30;19;-0.7981818318367;1.5572726726532;3.92454552650452;10.1518182754517;15.4827270507812;19.8899993896484;23.3518180847168;24.2309093475342;21.2418174743652;15.7381820678711;8.49181842803955;2.07454538345337;22
127.5;37.5;40;21;26;46;84;96;139;346;260;153;44;44;25;-4.44000005722046;-1.56525003910065;4.07950019836426;11.0827503204346;16.4682502746582;21.1112499237061;24.1882495880127;24.2552509307861;19.0445003509521;12.2922496795654;4.84075021743774;-1.65600001811981;103
-112.5;32.5;64;23;19;22;8;4;3;38;49;29;23;20;33;10.6979999542236;12.6479997634888;14.84375;18.4122505187988;22.9097499847412;28.2740001678467;30.673999786377;29.6692504882812;27.1902503967285;21.7054996490479;15.2282495498657;11.0500001907349;755
-107.5;32.5;75;13;12;6;4;7;15;56;58;43;27;14;22;5.6082501411438;7.94225025177002;11.383749961853;15.1897497177124;20.0499992370605;25.164249420166;26.3955001831055;25.0879993438721;21.9737491607666;16.1284999847412;9.61275005340576;5.7207498550415;1400
-102.5;32.5;62;13;16;16;21;51;53;52;49;67;39;18;15;5.79299974441528;8.72550010681152;12.8062496185303;17.4367504119873;22.2870006561279;26.19700050354;27.4675006866455;26.6135005950928;23.1534996032715;17.7744998931885;11.0840005874634;6.92799997329712;934
-97.5;32.5;46;45;55;72;87;128;89;50;54;86;84;53;47;6.82950019836426;9.65775012969971;13.8859996795654;18.213249206543;22.5319995880127;26.5642509460449;28.8802490234375;28.632999420166;24.8680000305176;19.2452507019043;12.7980003356934;8.37074947357178;266
-92.5;32.5;47;133;124;139;116;145;107;101;82;92;105;117;141;6.91975021362305;9.44699954986572;13.638500213623;17.6569995880127;21.9537506103516;25.7689990997314;27.5;27.1557502746582;24.0507507324219;18.0359992980957;12.62024974823;8.41199970245361;68
-87.5;32.5;50;141;131;166;124;103;97;123;101;86;72;103;134;7.2354998588562;9.44299983978271;13.6407499313354;17.4099998474121;21.7504997253418;25.4715003967285;27.1254997253418;26.7412490844727;24.1100006103516;18.1005001068115;12.7469997406006;8.85700035095215;62
-82.5;32.5;47;107;105;113;83;89;110;121;129;76;58;65;93;8.67800045013428;10.4207496643066;14.4060001373291;18.0292491912842;22.2302494049072;25.7292499542236;27.3802490234375;26.7337493896484;24.3134994506836;18.8854999542236;14.0325002670288;10.2005004882812;74
-7.5;32.5;35;39;42;42;34;14;5;0;1;7;26;44;52;11.2922496795654;12.80299949646;15.1002502441406;17.3484992980957;20.4557495117188;23.6532497406006;27.1509990692139;27.5440006256104;24.8037490844727;20.6695003509521;15.2329998016357;12.1335000991821;326
-2.5;32.5;39;19;19;23;22;13;6;1;4;12;21;25;28;7.26999998092651;9.65100002288818;12.852499961853;16.7724990844727;21.3059997558594;26.3282508850098;30.0722503662109;29.5594997406006;24.7714996337891;18.54075050354;12.0729999542236;8.20100021362305;1044
2.5;32.5;25;6;5;10;6;5;4;1;2;7;9;8;7;9.03549957275391;11.2527503967285;14.878999710083;18.8309993743896;24.36549949646;29.8770008087158;32.841251373291;32.2582511901855;27.8050003051758;21.0464992523193;14.4682502746582;9.83100032806396;622
7.5;32.5;19;8;4;10;5;4;1;0;1;3;5;5;6;10.9967498779297;13.8299999237061;17.6195011138916;21.9850006103516;27.2702503204346;32.310001373291;34.5327491760254;34.205249786377;30.392749786377;23.9099998474121;17.1287498474121;12.1707496643066;116
12.5;32.5;31;36;22;17;11;3;1;0;0;6;15;24;34;11.2559995651245;12.7714996337891;15.2302503585815;18.8022499084473;22.7197494506836;26.5710010528564;28.1062507629395;28.661750793457;26.3314990997314;22.4659996032715;17.339750289917;12.5142498016357;120
22.5;32.5;35;33;26;13;4;4;0;0;0;1;12;13;29;11.3442497253418;11.8607501983643;13.8494997024536;16.5942497253418;19.5782489776611;22.8514995574951;24.3617496490479;24.7465000152588;23.2547492980957;20.66575050354;16.9867496490479;13.1940002441406;315
37.5;32.5;22;16;17;14;8;6;0;0;0;0;7;12;17;6.54050016403198;8.47025012969971;12.0054998397827;17.4407501220703;22.3619995117188;26.1124992370605;28.2504997253418;27.757999420166;25.1359996795654;20.2550010681152;13.2652502059937;8.23299980163574;914
42.5;32.5;19;16;13;10;8;4;0;0;0;0;3;10;13;9.10599994659424;11.5422496795654;15.5057497024536;21.0757503509521;27.2437496185303;31.8619995117188;34.2099990844727;33.664249420166;30.2377510070801;23.7882499694824;16.039249420166;10.7425003051758;293
47.5;32.5;30;68;49;50;25;7;0;0;0;0;8;37;66;10.9554996490479;13.3175001144409;17.9192504882812;23.9360008239746;30.1315002441406;34.8349990844727;37.5142517089844;36.3232498168945;33.0807495117188;26.5874996185303;18.2835006713867;12.6549997329712;119
52.5;32.5;35;21;17;24;13;9;1;1;1;0;6;10;21;4.53399991989136;7.81475019454956;11.2162504196167;16.9032497406006;21.9309997558594;27.1537494659424;30.3400001525879;28.7502498626709;24.4664993286133;17.9642505645752;11.1840000152588;6.20499992370605;1487
57.5;32.5;36;25;23;33;15;4;0;0;0;0;3;5;18;6.8587498664856;9.87775039672852;15.3007497787476;21.3247509002686;26.9370002746582;31.607250213623;32.6142501831055;30.4532508850098;26.7162494659424;20.9922504425049;14.2472496032715;8.64500045776367;858
62.5;32.5;31;30;23;20;7;2;0;0;0;0;2;6;15;3.93875002861023;6.2962498664856;11.669750213623;18.0499992370605;23.2075004577637;28.550500869751;30.7507495880127;28.4772491455078;23.3404998779297;16.8864994049072;10.4825000762939;6.30474996566772;1262
67.5;32.5;35;33;66;40;24;11;0;1;0;0;5;9;54;-5.16450023651123;-2.49449992179871;4.37125015258789;10.7530002593994;15.8107500076294;22.0214996337891;24.3432502746582;22.8612499237061;18.6580009460449;11.710000038147;5.26175022125244;-0.340000003576279;2229
72.5;32.5;35;20;24;31;22;22;24;95;106;32;7;4;11;11.9662494659424;14.772500038147;19.7759990692139;25.6497497558594;30.8369998931885;33.8652496337891;32.1522483825684;31.0715007781982;29.6807498931885;25.0437507629395;18.701000213623;13.4072494506836;187
77.5;32.5;43;32;33;42;22;29;16;66;44;56;15;9;18;-21.2660007476807;-21.0594997406006;-15.6094999313354;-8.14000034332275;-2.41599988937378;3.92300009727478;6.79349994659424;6.5917501449585;3.25624990463257;-2.6652500629425;-9.4372501373291;-15.3605003356934;4803
82.5;32.5;20;2;2;2;1;2;5;22;26;7;3;1;2;-14.6520004272461;-13.0197496414185;-8.50599956512451;-3.96399998664856;1.80624997615814;7.05749988555908;9.22449970245361;8.61100006103516;5.9707498550415;-2.47199988365173;-9.43099975585938;-13.0792503356934;4816
87.5;32.5;19;2;3;5;10;13;24;55;54;38;15;3;3;-19.5877494812012;-18.2730007171631;-14.2495002746582;-8.98200035095215;-3.60724997520447;1.95050001144409;4.30975008010864;3.4779999256134;0.221249997615814;-6.84474992752075;-14.3004999160767;-17.8880004882812;5388
92.5;32.5;20;5;4;5;13;33;95;120;97;79;21;3;3;-16.95924949646;-14.7142496109009;-10.2244997024536;-5.84474992752075;-1.09375;3.15899991989136;5.52425003051758;5.15199995040894;2.1710000038147;-4.60150003433228;-12.1169996261597;-15.9475002288818;4945
97.5;32.5;43;7;8;13;24;58;115;131;106;94;36;7;5;-15.673999786377;-13.9602499008179;-10.4799995422363;-5.96000003814697;-0.349999994039536;3.58599996566772;6.24875020980835;5.75400018692017;2.8527500629425;-3.82100009918213;-11.3605003356934;-15.1422500610352;4587
102.5;32.5;63;6;9;22;49;96;135;127;107;123;62;11;5;-11.9469995498657;-10.4875001907349;-7.14050006866455;-2.28975009918213;3.20050001144409;6.79449987411499;9.02474975585938;8.94674968719482;5.51800012588501;-0.367249995470047;-6.73400020599365;-10.6420001983643;4023
107.5;32.5;83;10;14;39;84;114;120;180;137;160;87;37;12;2.41074991226196;4.57450008392334;8.39500045776367;14.4122495651245;18.355749130249;21.838249206543;24.3222503662109;24.255500793457;19.0597496032715;14.0027503967285;8.43624973297119;3.86374998092651;976
